Id,Supplier,Recipient,No. ordered,No. ordered data uncertain,Designation,Description,Status,Status data uncertain,Year of order,Year of order data uncertain,Year(s) of deliveries,No. delivered,Year(s) of delivery or no. delivered data uncertain,Recipient Involvement,Comment
34858,Canada,United States,91,,Piranha-3,APC,New,,2010,,2011 - 2012,91,Yes,Yes,$143 m deal; LAV-3 (LAV-25/Stryker) version
34857,Canada,United States,103,,Piranha-3,APC,New,,2010,,2012 - 2012,103,,Yes,$176 m deal; LAV-3 (LAV-25/Stryker) version
34859,Canada,United States,292,,Piranha-3,APC,New,,2011,,2012 - 2012,150,Yes,Yes,LAV-3 (LAV-25/Stryker SDVH) version; delivery 2012-2013
23599,Canada,United States,724,Yes,PT-6,Turboprop,New,,1996,,1999 - 2012,654,Yes,,For 724 PC-9 (T-6A) trainer aircraft from Switzerland; PT-6A-62 version
29916,Canada,Uruguay,44,Yes,Piranha,APC,SecondHand,,2006,Yes,2008 - 2009,44,Yes,,Ex-Canadian; $3.6 m deal; Cougar version; modernized in Chile before delivery
29920,Canada,Uruguay,103,,Piranha,APC,SecondHand,,2009,,2009 - 2009,103,,,Ex-Canadian; $10 m deal; Grizzly version; incl 5 Husky ARV version
27047,Canada,Viet Nam,6,,DHC-6 Twin Otter,Transport aircraft,New,,2010,,2012 - 2012,1,Yes,,DHC-6-400 version; incl for MP; delivery 2012-2014
7070,Chile,Ecuador,2,,Leander,Frigate,SecondHand,,2007,,2008 - 2008,2,,,Ex-Chilean; $28 m deal
13272,China,Algeria,18,Yes,WA-021/Type-88 155mm,Towed gun,New,,2007,Yes,2010 - 2010,18,Yes,,
34895,China,Argentina,4,,Type-92A/WZ-551,APC,New,,2008,,2010 - 2010,4,,,$2.6 m deal; WZ-551B1 version; for Argentinian UN forces
2040,China,Bangladesh,1,,Crotale,SAM system,New,,2004,Yes,2007 - 2007,1,Yes,,FM-90 version; for DW-2000 frigate
65536,China,Bangladesh,2,Yes,FM-90,SAM system,New,,2010,Yes,2011 - 2011,2,Yes,,
6981,China,Bangladesh,16,,F-7MG,Fighter aircraft,New,,2011,,2012 - 2012,4,,,F-7BGI version; delivery probably 2012-2013
24521,China,Bangladesh,300,Yes,Type-59G,Tank,New,Yes,2009,Yes,2010 - 2012,105,Yes,,Bangladeshi Type-59 and Type-69 tanks rebuilt to Type-59G in Bangladesh with kits from China
32325,China,Bangladesh,44,,Type-90-2/MBT-2000,Tank,New,,2011,,2012 - 2012,8,Yes,,BDT12 b ($160 m) deal; delivery 2012-2013
20284,China,Bangladesh,54,Yes,D-30 122mm,Towed gun,New,,2005,Yes,2006 - 2007,54,Yes,,Type-96 version
25352,China,Bangladesh,10,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2005,Yes,2008 - 2008,10,Yes,,For 1 Jianghu (Type-053 or Type-510) frigate
14747,China,Bangladesh,20,Yes,C-704,Anti-ship missile,New,,2011,Yes,2012 - 2012,20,Yes,,For 2 LPC-1 corvettes
19862,China,Bangladesh,250,Yes,QW-2,Portable SAM,New,,2004,,2007 - 2007,250,Yes,,
7481,China,Bangladesh,20,Yes,R-440 Crotale,SAM,New,,2005,Yes,2007 - 2007,20,Yes,,FM-90 version; for DW-2000 (Bangabandhu) frigate
11549,China,Bangladesh,75,Yes,FM-90,SAM,New,,2010,Yes,2011 - 2011,75,Yes,,
8236,China,Bangladesh,100,Yes,PL-7,SRAAM,New,,2005,Yes,2005 - 2007,100,Yes,,For F-7MG combat aircraft
7440,China,Bangladesh,14,Yes,PL-9,SRAAM,New,,2005,Yes,2006 - 2008,14,,,For F-7MG combat aircraft
32854,China,Bangladesh,2,,LPC-1,Corvette,New,,2011,Yes,2012 - 2012,2,Yes,,
17721,China,Benin,2,Yes,ZFB-05,APC,New,,2008,Yes,2010 - 2010,2,Yes,,
21517,China,Bolivia,6,,K-8 Karakorum-8,Trainer/combat ac,New,,2009,Yes,2011 - 2011,6,,,$58 m deal; K-8WB version
35452,China,Cambodia,2,,MA-60,Transport aircraft,New,,2012,,2012 - 2012,2,,,
19968,China,Cambodia,50,Yes,FN-6,Portable SAM,New,,2008,Yes,2009 - 2009,50,Yes,,Possibly FN-16 version
31315,China,Cambodia,4,Yes,Type-062-1G/Lushun,Patrol craft,New,Yes,2007,,2007 - 2007,4,Yes,,Designation uncertain
17718,China,Chad,10,,ZFB-05,APC,New,,2006,Yes,2007 - 2007,10,,,
66397,China,Chad,10,Yes,WZ-523/Type-05P,APC,New,,2007,Yes,2008 - 2008,10,Yes,,
17715,China,"Congo, Republic of",5,Yes,ZFB-05,APC,New,,2005,Yes,2006 - 2007,5,Yes,,
17723,China,"Congo, Republic of",9,,ZFB-05,APC,New,,2009,,2009 - 2009,9,,,Designation uncertain
16777,China,Ecuador,2,,YLC-18,Air search radar,New,,2009,,2011 - 2012,2,Yes,,Part of $60-80 million deal
7859,China,Ecuador,2,,YLC-2,Air search radar,New,,2009,,2011 - 2012,2,Yes,,Part of $60-80 million deal
21511,China,Egypt,40,,K-8 Karakorum-8,Trainer/combat ac,New,,2004,,2007 - 2010,40,Yes,,K-8E version; assembled from kits in Egypt
31006,China,Egypt,18,,ASN-209,UAV,New,,2010,Yes,2012 - 2012,6,Yes,Yes,
34676,China,Equatorial Guinea,1,,Salamandra -,Landing ship,New,,2008,Yes,2009 - 2009,1,,,Equatorial Guinean designation Osa; probably sold via Ukraine and possibly designed in Ukraine and produced in China; armament and radars fitted in Ukraine
21513,China,Ghana,4,,K-8 Karakorum-8,Trainer/combat ac,New,,2006,,2007 - 2007,4,Yes,,Partly paid with ex-Ghanese Gulfstream-3 transport aircraft
66401,China,Ghana,58,Yes,WZ-523/Type-05P,APC,New,,2009,Yes,2009 - 2010,58,,,Possibly incl other armoured vehicles
31316,China,Ghana,4,,Type-062-1G/Lushun,Patrol craft,New,,2009,,2011 - 2011,4,,,Designation uncertain
25351,China,Indonesia,3,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2005,,2008 - 2008,3,Yes,,Part of $11.2 m deal; for PB-57 (Todak) FAC; for evaluation
28336,China,Indonesia,350,Yes,C-705,Anti-ship missile,New,,2011,,2012 - 2012,10,Yes,,"For KCR-40, KCR-60 and probably Klewang FAC; including assembly from kits or production in Indonesia from 2017/2018"
25355,China,Indonesia,100,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2011,,2012 - 2012,10,Yes,Yes,For PB-57 (Todak) FAC and Van Speyk frigates
28008,China,Indonesia,130,Yes,QW-3,Portable SAM,New,,2006,Yes,2006 - 2007,130,Yes,,Incl for Indonesian UN peacekeeping force in Lebanon
28009,China,Indonesia,80,Yes,QW-3,Portable SAM,New,,2008,,2009 - 2009,80,Yes,,Part of $35 m deal; for TD-2000B SAM system
28010,China,Indonesia,15,Yes,QW-3,Portable SAM,New,,2009,,2010 - 2010,15,Yes,,
12600,China,Indonesia,24,Yes,Type-360 Seagull,Air search radar,New,,2009,Yes,2011 - 2011,2,Yes,,For 24 KCR-40 FAC produced in Indonesia; designation and supplier uncertain
14185,China,Iran,150,Yes,WZ-501/Type-86,APC,New,,1996,Yes,1997 - 2011,150,Yes,Yes,"Iranian designation Boraq; incl IFV, anti-tank, mortar-carrier and command versions"
25344,China,Iran,0,,C-802/CSS-N-8,Anti-ship missile,New,,1992,,1994 - 2012,380,Yes,Yes,"Incl for Hudong (Thondor), new-produced and modernized Combattante-2 (Kaman) FAC and coast defence systems; possibly incl air-launched version; Iranian designation Tondar or Noor; status since 2010 uncertain (due to UN arms embargo)"
66211,China,Iran,0,,FL-6,Anti-ship missile,New,,1998,Yes,1999 - 2012,265,Yes,Yes,Developed or copied by China from Italian Sea Killer (Marte-2) anti-ship missile supplied by Iran to China; Iranian designation Fajr-e Darya; incl for SH-3D helicopters; status since 2010 uncertain (due to UN arms embargo)
28729,China,Iran,0,,TL-10/FL-8,Anti-ship missile,New,,2002,Yes,2004 - 2012,160,Yes,Yes,TL-10A and possibly TL-10B version; status since 2010 uncertain (due to UN arms embargo)
14743,China,Iran,,,C-704,Anti-ship missile,New,,2003,Yes,2010 - 2011,50,Yes,Yes,Developed for Iran; Iranian designation Nasr-1; status since 2010 uncertain (due to UN arms embargo)
28721,China,Iran,0,,C-801/CSS-N-4,Anti-ship missile,New,,2004,Yes,2006 - 2012,35,Yes,Yes,Iranian designation Kosar and/or Sagheb; incl submarine-launched version; status since 2010 uncertain (due to UN arms embargo)
66559,China,Iran,0,,QW-11,Portable SAM,New,,2005,Yes,2006 - 2012,700,Yes,Yes,Iranian designation Misagh-2; status since 2010 uncertain (due to UN arms embargo)
30233,China,Kenya,4,Yes,AS-365/AS-565 Panther,Helicopter,New,,2009,,2010 - 2010,4,Yes,,Z-9WA armed version
34893,China,Kenya,32,,Type-92A/WZ-551,APC,New,Yes,2006,Yes,2007 - 2007,32,,,
30230,China,Laos,2,Yes,AS-365/AS-565 Panther,Helicopter,New,,2006,Yes,2008 - 2008,2,Yes,,Z-9A version; no. could be up to 4
35450,China,Laos,2,,MA-60,Transport aircraft,New,,2010,,2012 - 2012,2,,,MA-600 version
19966,China,Malaysia,64,,FN-6,Portable SAM,New,,2008,,2009 - 2009,64,Yes,,
32327,China,Morocco,54,Yes,Type-90-2/MBT-2000,Tank,New,,2009,Yes,2010 - 2010,54,,,
5166,China,Morocco,12,Yes,AR-2/PHL-03 300mm,Self-propelled MRL,New,,2009,Yes,2010 - 2010,12,,,
21519,China,Myanmar,50,Yes,K-8 Karakorum-8,Trainer/combat ac,New,,2009,,2011 - 2012,40,Yes,,No. could be 60 or 72; assembled in Myanmar
17724,China,Myanmar,10,Yes,ZFB-05,APC,New,,2010,Yes,2011 - 2011,10,Yes,,
12707,China,Myanmar,8,Yes,AK-230 30mm,Naval gun,New,,2001,,2004 - 2007,8,Yes,,For 4 Myamnar FAC produced in Myanmar; supplier uncertain
25363,China,Myanmar,30,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2006,Yes,2011 - 2011,10,Yes,,For Aung Zeya frigates
25364,China,Myanmar,10,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2009,Yes,2012 - 2012,10,Yes,,For FAC-491 Type FAC
28743,China,Myanmar,25,Yes,HY-2/SY-1A/CSS-N-2,Anti-ship missile,New,Yes,2011,Yes,2012 - 2012,25,Yes,,Possibly ex-Chinese; for Type-053 (Jianghu-2) frigates
1801,China,Myanmar,1,Yes,FAC-491 Type,FAC,New,,2009,Yes,2012 - 2012,1,,Yes,
1691,China,Myanmar,2,Yes,Aung Zeya,Frigate,New,,2006,,2011 - 2011,1,,Yes,
25188,China,Myanmar,2,,Type-53/Jianghu,Frigate,SecondHand,Yes,2011,,2012 - 2012,2,,,Ex-Chinese; Type-053H1 (Jianghu-2) version
6979,China,Namibia,12,Yes,F-7MG,Fighter aircraft,New,,2005,Yes,2006 - 2008,12,Yes,,F-7NM version; incl FT-7NM
30243,China,Namibia,2,,AS-365/AS-565 Panther,Helicopter,New,,2009,,2012 - 2012,2,,,H-425 (Z-9) version
66400,China,Namibia,21,Yes,WZ-523/Type-05P,APC,New,,2008,Yes,2009 - 2009,21,,,For Namibian UN peacekeeping units
34289,China,Namibia,1,Yes,Elephant,OPV,New,,2010,,2012 - 2012,1,Yes,,
17717,China,Niger,5,Yes,ZFB-05,APC,New,,2007,Yes,2009 - 2009,5,Yes,,
66398,China,Niger,2,Yes,WZ-523/Type-05P,APC,New,,2008,Yes,2009 - 2009,2,Yes,,
12859,China,Nigeria,15,,F-7M Airguard,Fighter aircraft,New,,2005,,2010 - 2010,15,Yes,,$251 m deal; F-7NI version; incl 3 FT-7NI
7438,China,Nigeria,20,Yes,PL-9,SRAAM,New,,2005,,2010 - 2010,20,Yes,,$20 m deal (part of $32 m deal incl other armament); PL-9C version; for F-7NI combat aircraft
35273,China,Pakistan,4,,ZDK-03,AEW&C aircraft,New,,2008,,2011 - 2012,2,Yes,,$278 m deal
32860,China,Pakistan,6,Yes,AS-565SA Panther,ASW helicopter,New,,2005,,2009 - 2010,6,Yes,,Z-9EC version
8927,China,Pakistan,150,Yes,JF-17 Thunder/FC-1,FGA aircraft,New,,1999,,2007 - 2012,61,Yes,Yes,Developed for Pakistan; incl production of components and assembly in Pakistan; incl 8 mainly for testing and first 42 production version ordered 2009 for $800 m
21510,China,Pakistan,27,,K-8 Karakorum-8,Trainer/combat ac,New,,2005,,2007 - 2010,27,,Yes,K-8P version
32322,China,Pakistan,500,Yes,Type-90-2/MBT-2000,Tank,New,,1998,Yes,2001 - 2012,298,Yes,Yes,MBT-2000 (Al Khalid or P-90) version
15754,China,Pakistan,36,Yes,A-100 300mm,Self-propelled MRL,New,,2008,Yes,2010 - 2012,36,Yes,Yes,
25350,China,Pakistan,70,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2005,Yes,2009 - 2011,50,Yes,,For Jiangwei (F-22P) frigates
25356,China,Pakistan,50,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2008,Yes,2012 - 2012,10,Yes,,For JF-17 combat aircraft
25357,China,Pakistan,30,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2010,Yes,2012 - 2012,15,Yes,,For Azmat FAC
34085,China,Pakistan,50,Yes,CM-400AKG,Anti-ship missile,New,,2010,Yes,2012 - 2012,10,Yes,,For JF-17 combat aircraft
33968,China,Pakistan,0,,Red Arrow-8,Anti-tank missile,New,,1989,,1990 - 2012,21350,Yes,Yes,Pakistani designation Baktar Shikan
18450,China,Pakistan,600,Yes,PL-12/SD-10,BVRAAM,New,,2006,Yes,2010 - 2012,225,Yes,,For JF-17 and possibly modernized Mirage-3/5 combat aircraft
66567,China,Pakistan,750,Yes,LS-3,Guided bomb,New,,2008,Yes,2010 - 2012,250,Yes,,For JF-17 combat aircraft
34295,China,Pakistan,750,Yes,LS-6-500,Guided bomb,New,,2008,Yes,2010 - 2012,550,Yes,,For JF-17 combat aircraft
31290,China,Pakistan,750,Yes,LT-2,Guided bomb,New,,2008,Yes,2010 - 2012,250,Yes,,For JF-17 combat aircraft
19725,China,Pakistan,0,,QW-1 Vanguard,Portable SAM,New,,1993,Yes,1994 - 2012,1650,Yes,Yes,Pakistani designation Anza-2
19970,China,Pakistan,50,Yes,FN-6,Portable SAM,New,,2009,Yes,2010 - 2010,50,Yes,,
7478,China,Pakistan,100,Yes,R-440 Crotale,SAM,New,,2005,Yes,2009 - 2012,80,Yes,,For Jiangwei (F-22P) frigates; HQ-7 (FM-80) version
20101,China,Pakistan,900,Yes,PL-5E,SRAAM,New,,2006,Yes,2009 - 2012,510,Yes,,For JF-17 combat aircraft; PL-5E-II version
66641,China,Pakistan,100,Yes,WMD-7,Aircraft EO system,New,,2008,Yes,2009 - 2012,70,Yes,,For JF-17 combat aircraft
66491,China,Pakistan,2,Yes,SLC-2,Arty locating radar,New,,2008,Yes,2010 - 2010,2,Yes,,For use with A-100 MRL
32353,China,Pakistan,2,,Azmat,FAC,New,,2010,,2012 - 2012,1,,Yes,Incl 1 produced in Pakistan
35019,China,Pakistan,4,,F-22,Frigate,New,,2005,,2009 - 2010,3,,Yes,"$500-750 m deal; F-22P version; incl 1 produced in Pakistan; Pakistani designation Zulfiquar, delivery 2009-2013"
19969,China,Peru,15,Yes,FN-6,Portable SAM,New,,2009,,2010 - 2010,15,Yes,,$1.1 m deal
66560,China,Peru,10,Yes,QW-11,Portable SAM,New,,2009,Yes,2009 - 2009,10,Yes,,QW-18 version
17719,China,Rwanda,20,,ZFB-05,APC,New,,2008,Yes,2008 - 2008,20,,,Designation uncertain
20299,China,Rwanda,6,,D-30 122mm,Towed gun,New,,2006,Yes,2007 - 2007,6,,,Designation uncertain (reported as artillery)
24584,China,Saudi Arabia,54,Yes,PLZ-45 155mm,Self-propelled gun,New,,2007,Yes,2008 - 2009,54,Yes,,
27810,China,Seychelles,2,,Y-12,Light transport ac,New,,2011,,2011 - 2011,2,,,Aid; incl for maritime patrol
20447,China,Sierra Leone,6,,Type-83 122mm,Towed gun,New,Yes,2010,,2011 - 2011,6,,,Possibly ex-Chinese; aid; Type-96 version
17334,China,Sri Lanka,4,Yes,F-7MG,Fighter aircraft,New,Yes,2007,Yes,2008 - 2008,4,Yes,,Possibly aid; F-7GS version
27806,China,Sri Lanka,2,,Y-12,Light transport ac,New,,2009,Yes,2010 - 2010,2,,,
34891,China,Sri Lanka,120,Yes,Type-92A/WZ-551,APC,New,,2001,Yes,2002 - 2007,120,Yes,,
34899,China,Sri Lanka,70,Yes,WZ-551/Type-92,IFV,New,,2005,Yes,2006 - 2007,70,Yes,,
20102,China,Sri Lanka,25,Yes,PL-5E,SRAAM,New,,2007,Yes,2008 - 2008,25,Yes,,For F-7GS combat aircraft
24283,China,Sri Lanka,1,,JY-11,Air search radar,New,,2007,Yes,2007 - 2007,1,Yes,,Mainly for use against LTTE rebels
21514,China,Sudan,12,Yes,K-8 Karakorum-8,Trainer/combat ac,New,,2004,Yes,2005 - 2008,12,Yes,,Incl for combat role
6923,China,Sudan,400,Yes,Type-63 107mm,Towed MRL,New,Yes,2000,Yes,2001 - 2008,400,Yes,Yes,Possibly incl production in Sudan
66679,China,Syria,4,Yes,Type-120,Air search radar,New,,2009,Yes,2010 - 2010,4,Yes,,
6980,China,Tanzania,6,Yes,F-7MG,Fighter aircraft,New,,2008,Yes,2009 - 2011,6,,,
21520,China,Tanzania,6,Yes,K-8 Karakorum-8,Trainer/combat ac,New,,2010,Yes,2011 - 2012,6,Yes,,
17716,China,Tanzania,4,Yes,ZFB-05,APC,New,Yes,2005,Yes,2006 - 2007,4,Yes,,
34896,China,Tanzania,10,Yes,Type-92A/WZ-551,APC,New,,2010,Yes,2011 - 2012,10,Yes,,
3075,China,Tanzania,30,Yes,Type-59G,Tank,New,,2007,Yes,2011 - 2012,20,Yes,,Tanzanian Type-59 rebuilt to Type-59G
26696,China,Thailand,18,Yes,WS-1 302mm,Self-propelled MRL,New,,2005,Yes,2011 - 2012,12,Yes,Yes,Thai designation DTI-1
25354,China,Thailand,60,Yes,C-802/CSS-N-8,Anti-ship missile,New,,2007,Yes,2009 - 2012,32,Yes,,For modernized Chao Phraya frigates
33650,China,Timor-Leste,2,,Type-062/Shanghai,Patrol craft,New,Yes,2008,,2010 - 2010,2,,,$28 m deal; Timor-Leste designation Jaco
65793,China,Turkey,18,Yes,B-611,SSM,New,,1999,Yes,2005 - 2007,18,Yes,Yes,Turkish designation Yildirim
27804,China,Uganda,2,,Y-12,Light transport ac,New,,2007,Yes,2008 - 2008,2,,,Y-12-IV version
21515,China,Venezuela,18,,K-8 Karakorum-8,Trainer/combat ac,New,,2008,,2010 - 2010,18,,,
3873,China,Venezuela,8,,Y-8,Transport aircraft,New,,2011,,2012 - 2012,5,Yes,,Delivery 2012-2013
20103,China,Venezuela,100,Yes,PL-5E,SRAAM,New,,2008,Yes,2010 - 2010,100,Yes,,For K-8 trainer/combat aircraft
16408,China,Venezuela,3,Yes,JYL-1,Air search radar,New,,2005,,2006 - 2007,3,Yes,,Part of $150 m programme for military-civilian air-surveillance system
16409,China,Venezuela,7,Yes,JYL-1,Air search radar,New,,2006,Yes,2008 - 2009,7,Yes,,
24284,China,Venezuela,3,Yes,JY-11,Air search radar,New,,2008,,2010 - 2011,3,Yes,,JY-11B version
30234,China,Zambia,7,,AS-365/AS-565 Panther,Helicopter,New,,2011,Yes,2012 - 2012,7,Yes,,$105 m deal
27801,China,Zambia,5,,Y-12,Light transport ac,New,,2006,,2006 - 2007,5,,,Y-12-IV version
21508,China,Zambia,8,,K-8 Karakorum-8,Trainer/combat ac,New,,2010,Yes,2012 - 2012,8,,,
34894,China,Zambia,5,Yes,Type-92A/WZ-551,APC,New,,2007,Yes,2008 - 2008,5,Yes,,WZ-551B version
23058,Costa Rica,Guyana,1,,Bell-206/OH-58,Light helicopter,SecondHand,,2007,Yes,2008 - 2008,1,,,Second-hand
24097,Czech Republic,Afghanistan,6,,Mi-24V/Hind-E,Combat helicopter,Refurbished,Yes,2007,,2008 - 2009,6,,,Ex-Czech; modernized before delivery; aid (aircraft donated by Czech Republic and modernization funded by NATO)
15569,Czech Republic,Afghanistan,6,,Mi-8MT/Mi-17/Hip-H,Helicopter,Refurbished,,2007,,2007 - 2008,6,,,Ex-Czech; modernized before delivery; aid (aircraft donated by Czech Republic and modernization funded by NATO)
15592,Czech Republic,Angola,2,,Mi-8MT/Mi-17/Hip-H,Helicopter,SecondHand,,2006,Yes,2007 - 2007,2,,,Second-hand; Mi-17 version
34955,Czech Republic,Croatia,5,,Z-142/Z-242L,Trainer aircraft,New,,2006,,2007 - 2008,5,,,EUR3.4 m ($4.8 m) deal; Z-242L version
35654,Czech Republic,Cyprus,14,Yes,Tatra V-12,Diesel engine,New,,2001,Yes,2007 - 2007,14,Yes,,For 12 Zuzana self-propelled guns and 2 Tatrapan APC from Slovakia
22886,Czech Republic,Equatorial Guinea,20,,BMP-1,IFV,SecondHand,,2006,Yes,2007 - 2007,20,,,Ex-Czech; BVP-1 version
17176,Czech Republic,Georgia,55,Yes,T-72,Tank,SecondHand,Yes,2002,Yes,2005 - 2007,55,Yes,,Ex-Czech
6535,Czech Republic,Georgia,12,Yes,RM-70 122mm,Self-propelled MRL,SecondHand,,2009,Yes,2009 - 2009,12,,,Ex-Czech; delivered via Bulgaria
6532,Czech Republic,Indonesia,3,,RM-70 122mm,Self-propelled MRL,SecondHand,,2007,Yes,2008 - 2008,3,,,Ex-Czech
18592,Czech Republic,Nepal,8,,OT-64C,APC,SecondHand,,2007,,2008 - 2008,8,,,Ex-Czech; for Nepali UN forces in Sudan
34401,Czech Republic,Russia,4,,L-410 Turbolet,Light transport ac,New,,2010,Yes,2011 - 2011,4,,,
34403,Czech Republic,Russia,3,,L-410 Turbolet,Light transport ac,New,,2011,,2012 - 2012,3,Yes,,
34400,Czech Republic,Slovakia,1,Yes,L-410 Turbolet,Light transport ac,New,,2008,Yes,2010 - 2010,1,,,
18591,Czech Republic,United Nations,10,Yes,OT-64C,APC,SecondHand,,2007,Yes,2007 - 2008,10,,,Ex-Czech; for UN mission in Haiti (possibly for use by Uruguayan UN forces)
66388,Czech Republic,Yemen,15,Yes,OT-90,APC,SecondHand,Yes,2010,Yes,2010 - 2010,15,,,Ex-Czech
24903,Denmark,Brazil,3,,Scanter-4100,Air/sea search radar,New,,2011,,2012 - 2012,2,,,For 3 VT-90M OPV from UK
24905,Denmark,Brunei Darussalam,3,,Scanter-4100,Air/sea search radar,New,,2007,Yes,2011 - 2011,3,,,For 3 OPV-80 (Darussalam) corvettes from FRG
5815,Denmark,Canada,10,,Sperwer,UAV,SecondHand,,2006,,2007 - 2007,10,Yes,,Ex-Danish (only few years old); for use in Afghanistan
24896,Denmark,Colombia,5,,SCANTER-2001,Sea search radar,New,,2008,,2012 - 2012,3,Yes,,For 1 Fassmer-1850 OPV from FRG and modernization of 4 FS-1500 (Padilla) frigates
21860,Denmark,Indonesia,8,,B&W-8L,Diesel engine,New,,2004,,2007 - 2011,8,,,For 4 LPD-122m landing ships from South Korea
9064,Denmark,Lithuania,3,,Stanflex-300,Patrol craft,SecondHand,,2007,,2008 - 2010,3,,,Ex-Danish; LTL30 m ($10 m) deal; delivery 2008-2010
24893,Denmark,Mexico,4,,SCANTER-2001,Sea search radar,New,,2001,Yes,2003 - 2011,4,,,For 4 Oaxaca OPV produced in Mexico
24898,Denmark,Mexico,2,,SCANTER-2001,Sea search radar,New,,2007,Yes,2008 - 2008,2,,,For modernization of 2 Newport (Papaloapan) landing ships
24899,Denmark,Mexico,2,,SCANTER-2001,Sea search radar,New,,2009,Yes,2011 - 2012,2,Yes,,For 2 Montes Azules landing ships produced in Mexico
12581,Denmark,Netherlands,4,,Compact 76mm,Naval gun,SecondHand,,2007,Yes,2011 - 2012,3,Yes,,Ex-Danish; for 2 Holland OPV produced in Netherlands and 2 from Romania
24891,Denmark,Singapore,12,,SCANTER-2001,Sea search radar,New,,2002,Yes,2007 - 2009,12,,,For 6 La Fayette (Formidable) frigates from France
24895,Denmark,Sweden,5,,SCANTER-2001,Sea search radar,New,,1995,Yes,2006 - 2008,5,,,For 5 Visby corvettes produced in Sweden
24904,Denmark,Thailand,1,,Scanter-4100,Air/sea search radar,New,,2008,Yes,2012 - 2012,1,,,For 1 Endurance landing ship from Singapore
30856,Denmark,Thailand,1,,C-Fire,EO search/fire control,New,,2009,Yes,2012 - 2012,1,,,For 1 Endurance landing ship from Singapore
24894,Denmark,United Arab Emirates,6,,SCANTER-2001,Sea search radar,New,,2004,,2011 - 2012,2,Yes,,For 6 Baynunah corvettes from France
3911,Finland,Chile,4,,W-12,Diesel engine,New,,2005,,2008 - 2009,4,,,For 2 OPV-80 (Piloto Pardo) OPV from FRG
3919,Finland,Colombia,2,,W-12,Diesel engine,New,,2008,,2012 - 2012,2,,,For 1 Fassmer-1850 OPV from FRG
35711,Finland,Croatia,84,,XC-360 AMV,APC,New,,2007,,2008 - 2012,84,Yes,Yes,EUR170 m deal (incl EUR112 m for vehicles only)
35714,Finland,Croatia,42,,XC-360 AMV,APC,New,,2008,,2012 - 2012,42,Yes,Yes,EUR68 m deal
20895,Finland,Croatia,2,,Helsinki,FAC,SecondHand,,2008,,2008 - 2008,2,,,Ex-Finnish; EUR9 m deal
8475,Finland,Estonia,60,,XA-180,APC,Refurbished,,2004,,2005 - 2007,60,Yes,,Ex-Finnish; EEK200 m ($17 m) deal (incl EEK62 m for modernization before delivery and EEK25 m for armament)
20297,Finland,Estonia,42,,D-30 122mm,Towed gun,SecondHand,,2009,Yes,2009 - 2009,42,Yes,,Ex-Finnish; EUR2 m deal
24731,Finland,France,6,,W-16,Diesel engine,New,,2000,Yes,2006 - 2007,6,,,For 2 Mistral landing ships produced in France
14669,Finland,France,2,,W-18,Diesel engine,New,,2000,Yes,2006 - 2007,2,,,For 2 Mistral landing ships produced in France
15877,Finland,Hungary,2,,Mi-8T/Hip-C,Helicopter,SecondHand,,2011,,2011 - 2011,2,,,Ex-Finnish; aid
3917,Finland,Morocco,2,,W-12,Diesel engine,New,,2008,,2011 - 2011,2,,,For 1 OPV-70 OPV from France
3912,Finland,Netherlands,4,,W-12,Diesel engine,New,,2002,Yes,2007 - 2007,4,,,For 1 De Witt AALS produced in Netherlands; W-12V26 version
